Name,Bats,MLB,Age,G,PA,AB,H,D,T,HR,R,RBI,K,BB,SB,CS,GDP,HBP,SH,SF,RC,Pos,AVG,OBP,SLG,OPS,WOBA,WAR
Kyle Isbel,L,KCR,27,136,426,384,88,13,8,8,62,42,88,27,11,2,4,5,8,2,42.881,8,0.229,0.287,0.367,0.654,0.286,1.4561
Luis Rengifo,B,LAA,27,78,304,283,85,13,1,6,41,30,44,16,24,7,6,4,1,0,41.218,546,0.3,0.347,0.417,0.764,0.335,1.4452
Harrison Bader,R,NYM,30,141,437,402,95,19,0,12,57,51,95,21,17,8,6,8,0,6,42.6,8,0.236,0.284,0.373,0.657,0.285,1.4342
Zack Gelof,R,OAK,24,138,547,497,105,20,2,17,60,49,188,38,25,3,7,4,3,5,52.115,4,0.211,0.27,0.362,0.632,0.276,1.419
LaMonte Wade Jr.,L,SFG,30,117,401,331,86,16,0,8,45,34,90,62,2,1,2,4,1,3,53.87,397,0.26,0.38,0.381,0.761,0.337,1.404
Kevin Newman,R,ARI,30,111,311,288,80,17,1,3,41,28,48,15,8,1,7,0,6,2,33.558,6435,0.278,0.311,0.375,0.686,0.298,1.3996
Jesus Sanchez,L,MIA,26,149,537,489,123,25,1,18,60,64,140,41,16,2,12,4,1,2,64.542,97,0.252,0.313,0.417,0.73,0.317,1.3908
Ben Rortvedt,L,TBR,26,112,328,290,66,13,0,3,27,31,88,34,1,0,6,4,0,0,29.4,2,0.228,0.317,0.303,0.62,0.283,1.3875
Yasmani Grandal,B,PIT,35,72,243,215,49,10,0,9,26,27,46,24,1,0,7,0,3,1,25.759,2,0.228,0.304,0.4,0.704,0.308,1.3646
Jake Burger,R,MIA,28,137,579,535,134,23,1,29,68,76,150,31,1,1,11,9,0,4,72.321,53,0.25,0.301,0.46,0.761,0.325,1.3627
Nick Gonzales,R,PIT,25,94,387,359,97,19,3,7,42,49,74,18,5,3,8,5,1,4,43.352,465,0.27,0.311,0.398,0.709,0.307,1.3541
Richie Palacios,L,TBR,27,92,316,264,59,8,1,5,46,21,67,45,19,1,5,5,0,1,34.948,4975,0.223,0.346,0.318,0.664,0.303,1.348
Lane Thomas,R,- - -,28,130,528,472,112,26,3,15,65,63,137,44,32,14,5,7,0,5,60.338,98,0.237,0.309,0.4,0.709,0.309,1.3403
Andy Pages,R,LAD,23,116,443,403,100,23,1,13,65,46,108,29,1,2,8,6,0,4,49.689,897,0.248,0.305,0.407,0.712,0.31,1.3309
Joey Bart,R,PIT,27,80,282,253,67,11,0,13,38,45,73,22,0,0,8,6,0,1,38.502,2,0.265,0.337,0.462,0.799,0.347,1.3276
Max Schuemann,R,OAK,27,133,459,396,87,14,0,7,55,34,119,47,14,1,8,7,5,4,42.562,65478,0.22,0.311,0.308,0.619,0.281,1.3255
Jeff McNeil,L,NYM,32,129,472,424,101,26,0,12,57,44,68,35,5,1,6,9,1,3,52.294,497,0.238,0.308,0.384,0.692,0.304,1.2947
Spencer Steer,R,CIN,26,158,656,574,129,34,4,20,74,92,137,72,25,3,5,8,0,2,81.374,7349,0.225,0.319,0.402,0.721,0.316,1.2785
Michael Conforto,L,SFG,31,130,488,438,104,27,3,20,56,66,118,42,0,1,16,5,0,3,57.807,7,0.237,0.309,0.45,0.759,0.327,1.2688
Jesse Winker,L,- - -,30,145,508,430,109,23,0,14,63,58,106,63,14,4,12,10,2,3,66.119,79,0.253,0.36,0.405,0.765,0.338,1.2562
James Wood,L,WSN,21,79,336,295,78,13,4,9,43,41,97,39,14,8,1,2,0,0,47.038,7,0.264,0.354,0.427,0.781,0.342,1.2383
Rob Refsnyder,R,BOS,33,93,307,272,77,16,1,11,32,40,78,28,2,2,6,5,0,1,45.873,79,0.283,0.359,0.471,0.83,0.358,1.2204
George Springer,R,TOR,34,145,614,545,120,19,3,19,74,56,115,60,16,1,16,6,0,2,63.001,98,0.22,0.303,0.371,0.674,0.298,1.1924
Justin Turner,R,- - -,39,139,539,460,119,24,0,11,59,55,95,59,0,2,16,13,0,7,63.5,35,0.259,0.354,0.383,0.737,0.327,1.178
Alex Call,R,WSN,29,30,113,99,34,9,0,3,15,14,19,12,5,1,2,2,0,0,23.193,98,0.343,0.425,0.525,0.95,0.412,1.1668
Johan Rojas,R,PHI,23,120,363,338,82,12,3,3,47,32,69,13,25,4,7,4,8,0,31.656,8,0.243,0.279,0.322,0.601,0.265,1.1653
Mauricio Dubon,R,HOU,29,137,428,402,108,25,0,4,45,47,55,16,3,2,6,2,3,5,42.844,7843956,0.269,0.296,0.361,0.657,0.286,1.1577
Maikel Garcia,R,KCR,24,157,626,575,133,27,5,7,84,58,103,42,37,2,7,0,4,5,59.887,546,0.231,0.281,0.332,0.613,0.27,1.1535
Royce Lewis,R,MIN,25,82,325,292,68,16,0,16,40,47,74,28,0,0,5,0,0,5,39.581,54,0.233,0.295,0.452,0.747,0.317,1.145
Luis Arraez,L,- - -,27,150,672,637,200,32,3,4,83,46,29,24,9,3,18,8,2,1,82.824,34,0.314,0.346,0.392,0.738,0.323,1.1285
Tyrone Taylor,R,NYM,30,128,345,319,79,22,3,7,46,35,80,19,10,2,4,5,1,1,39.424,987,0.248,0.299,0.401,0.7,0.304,1.1134
Jose Miranda,R,MIN,26,121,429,401,114,28,4,9,44,49,66,18,2,2,13,6,0,4,53.357,53,0.284,0.322,0.441,0.763,0.328,1.113
Leody Taveras,B,TEX,25,151,529,480,110,17,3,12,59,44,112,42,23,6,8,0,3,4,51.005,8,0.229,0.289,0.352,0.641,0.282,1.108
Zach McKinstry,L,DET,29,118,325,297,64,14,5,4,32,23,69,24,16,0,3,2,0,2,31.084,65479,0.215,0.277,0.337,0.614,0.27,1.0828
Mike Tauchman,L,CHC,33,109,350,298,74,12,1,7,50,29,70,47,6,2,7,4,0,1,41.727,978,0.248,0.357,0.366,0.723,0.325,1.0802
Brayan Rocchio,B,CLE,23,143,442,383,79,18,0,8,50,36,90,44,10,6,11,8,2,5,36.908,6,0.206,0.298,0.316,0.614,0.276,1.0788
Wenceel Perez,B,DET,24,112,425,389,94,16,6,9,51,37,92,32,9,5,5,1,2,1,45.099,987,0.242,0.3,0.383,0.683,0.299,1.0589
Michael Siani,L,STL,24,124,334,298,68,7,2,2,42,20,92,21,20,3,2,3,11,1,28.1,897,0.228,0.285,0.285,0.57,0.257,1.0579
Ronald Acuna Jr.,R,ATL,26,49,222,192,48,8,1,4,38,15,53,27,16,3,4,3,0,0,27.543,9,0.25,0.351,0.365,0.716,0.322,1.0274
Jonah Bride,R,MIA,28,71,272,232,64,10,0,11,30,39,55,30,0,1,9,3,0,7,38.05,354,0.276,0.357,0.461,0.818,0.351,1.0216
Mark Canha,R,- - -,35,125,462,393,95,20,0,7,46,42,96,51,7,0,10,13,0,5,51.073,379,0.242,0.344,0.346,0.69,0.31,1.0077
Paul Goldschmidt,R,STL,36,154,654,599,147,33,1,22,70,65,173,47,11,0,20,2,0,2,72.29,3,0.245,0.302,0.414,0.716,0.31,1.0064
Connor Wong,R,BOS,28,126,487,447,125,24,1,13,54,52,114,28,8,7,7,9,1,2,62.324,234,0.28,0.333,0.425,0.758,0.33,0.9962
Mike Trout,R,LAA,32,29,126,109,24,1,2,10,17,14,27,16,6,1,0,1,0,0,21.041,8,0.22,0.325,0.541,0.866,0.365,0.984
Josh Lowe,L,TBR,26,106,387,353,85,19,2,10,37,34,123,32,25,1,2,0,0,2,46.931,978,0.241,0.302,0.391,0.693,0.299,0.9759
Max Kepler,L,MIN,31,105,399,368,93,21,1,8,43,42,80,22,1,0,3,5,0,3,43.831,9,0.253,0.302,0.38,0.682,0.298,0.9654
Jacob Stallings,R,COL,34,82,281,243,64,17,1,9,31,36,65,27,0,0,10,9,1,1,38.479,2,0.263,0.357,0.453,0.81,0.353,0.9628
Jonny Deluca,R,TBR,25,107,362,332,72,12,4,6,29,31,77,24,16,6,1,4,2,0,32.468,987,0.217,0.278,0.331,0.609,0.269,0.9426
Jake Fraley,L,CIN,29,116,382,350,97,19,2,5,44,26,70,26,20,5,6,3,0,3,46.512,97,0.277,0.33,0.386,0.716,0.314,0.9371
Jorge Soler,R,- - -,32,140,574,493,119,34,1,21,83,64,141,68,1,0,9,6,0,4,77.286,97,0.241,0.338,0.442,0.78,0.34,0.9364
Ramon Urias,R,BAL,30,100,301,272,69,9,2,11,39,37,55,23,1,1,0,5,0,1,39.331,543,0.254,0.322,0.423,0.745,0.325,0.9279
Ozzie Albies,B,ATL,27,97,435,399,100,29,1,10,50,48,65,27,8,1,6,5,0,4,50.448,4,0.251,0.303,0.404,0.707,0.307,0.9241
Luis Torrens,R,NYM,28,46,130,118,27,8,0,3,14,15,28,9,0,1,5,2,0,1,11.663,2,0.229,0.292,0.373,0.665,0.292,0.9235
Orlando Arcia,R,ATL,29,155,602,551,120,24,0,17,50,46,128,41,2,0,16,2,1,7,51.553,6,0.218,0.271,0.354,0.625,0.273,0.8993
Pavin Smith,L,ARI,28,60,158,137,37,11,0,9,26,36,31,18,1,0,4,0,0,3,26.391,793,0.27,0.348,0.547,0.895,0.377,0.8884
Oswaldo Cabrera,B,NYY,25,108,326,299,74,11,0,8,47,36,63,21,4,2,6,1,2,3,32.231,54369,0.247,0.296,0.365,0.661,0.29,0.8814
Nicky Lopez,L,CHW,29,124,445,398,96,12,3,1,40,21,67,37,5,7,3,4,6,0,38.066,46,0.241,0.312,0.294,0.606,0.275,0.8615
Donovan Solano,R,SDP,36,96,309,283,81,13,0,8,31,35,65,22,2,1,6,3,0,1,40.388,53,0.286,0.343,0.417,0.76,0.333,0.8591
Ceddanne Rafaela,R,BOS,23,152,571,544,134,23,5,15,70,75,151,15,19,10,8,7,2,3,55.572,6845,0.246,0.274,0.39,0.664,0.286,0.8493
Tommy Edman,B,LAD,29,37,153,139,33,5,1,6,20,20,30,11,6,0,2,1,0,2,18.347,86,0.237,0.294,0.417,0.711,0.307,0.8422
Jason Heyward,L,- - -,34,87,258,228,48,12,2,10,33,37,53,22,5,0,3,4,0,3,28.842,978,0.211,0.288,0.412,0.7,0.3,0.8366
Masataka Yoshida,L,BOS,30,108,421,378,106,21,0,10,45,56,52,27,2,0,6,14,0,2,56.849,,0.28,0.349,0.415,0.764,0.336,0.7943
Luisangel Acuna,R,NYM,22,12,40,39,12,2,1,3,6,6,6,1,0,1,1,0,0,0,6.947,6,0.308,0.325,0.641,0.966,0.406,0.7811
Jorge Mateo,R,BAL,29,68,208,192,44,14,2,5,30,18,48,10,13,2,3,1,2,3,21.447,468,0.229,0.267,0.401,0.668,0.286,0.7807
Brendan Rodgers,R,COL,27,135,539,501,134,29,1,13,67,54,132,31,1,0,12,4,1,2,62.602,4,0.267,0.314,0.407,0.721,0.314,0.7802
Christian Vazquez,R,MIN,33,93,315,294,65,10,0,7,29,27,65,11,3,1,11,1,5,4,21.741,25,0.221,0.248,0.327,0.575,0.25,0.7794
Andy Ibanez,R,DET,31,99,244,224,54,9,1,5,30,32,63,15,2,3,2,3,0,2,23.823,45376,0.241,0.295,0.357,0.652,0.287,0.7742
Giancarlo Stanton,R,NYY,34,114,459,417,97,20,0,27,49,72,143,38,0,0,17,2,0,2,54.62,,0.233,0.298,0.475,0.773,0.33,0.774
Ramon Laureano,R,- - -,29,96,309,286,74,16,1,11,34,32,96,15,8,3,5,7,0,1,38.561,978,0.259,0.311,0.437,0.748,0.324,0.7556
Adrian Del Castillo,L,ARI,24,25,87,80,25,5,0,4,12,19,28,7,1,1,1,0,0,0,15.29,2,0.313,0.368,0.525,0.893,0.384,0.7479
Sean Murphy,R,ATL,29,71,264,233,45,5,1,10,18,25,67,27,0,0,7,3,0,1,23.197,2,0.193,0.284,0.352,0.636,0.281,0.7393
Abraham Toro,B,OAK,27,94,364,337,81,17,1,6,34,26,62,20,4,2,4,5,2,0,34.989,5437,0.24,0.293,0.35,0.643,0.283,0.7389
Enrique Hernandez,R,LAD,32,126,393,362,83,16,0,12,44,42,77,27,0,0,13,0,1,3,35.567,537684,0.229,0.281,0.373,0.654,0.285,0.7045
Dane Myers,R,MIA,28,44,108,95,25,6,1,3,17,19,36,8,4,1,0,3,0,2,15.549,987,0.263,0.333,0.442,0.775,0.335,0.6979
Nathan Lukes,L,TOR,29,22,91,76,23,4,2,1,13,10,9,10,1,0,1,0,2,3,13.967,798,0.303,0.371,0.447,0.818,0.351,0.6882
Miguel Amaya,R,CHC,25,117,363,328,76,13,2,8,32,47,62,23,0,0,5,4,5,3,34.605,2,0.232,0.288,0.357,0.645,0.283,0.6779
Rece Hinds,R,CIN,23,24,51,46,12,4,1,5,9,11,16,4,2,0,0,1,0,0,11.78,9,0.261,0.333,0.717,1.05,0.433,0.6778
Nolan Schanuel,L,LAA,22,147,607,519,130,19,0,13,62,54,103,68,10,1,14,9,3,7,69.202,3,0.25,0.343,0.362,0.705,0.315,0.6686
Sam Hilliard,L,COL,30,58,158,138,33,5,1,10,26,27,56,14,5,2,3,0,4,2,21.027,789,0.239,0.305,0.507,0.812,0.342,0.6644
Gio Urshela,R,- - -,32,126,461,432,108,19,1,9,34,51,72,23,0,0,13,1,0,5,42.484,53,0.25,0.286,0.361,0.647,0.281,0.6616
Trevor Story,R,BOS,31,26,106,94,24,7,0,2,8,10,33,11,6,3,2,1,0,0,12.494,6,0.255,0.34,0.394,0.734,0.318,0.6363
Junior Caminero,R,TBR,20,43,177,165,41,9,1,6,15,18,38,11,2,0,2,1,0,0,21.218,53,0.248,0.299,0.424,0.723,0.309,0.6326
Jhonkensy Noel,R,CLE,22,67,198,179,39,7,1,13,25,28,63,13,0,0,1,5,0,1,26.077,93,0.218,0.288,0.486,0.774,0.331,0.6103
Will Wagner,L,TOR,25,24,86,82,25,6,0,2,8,11,16,4,0,0,3,0,0,0,11.5,4,0.305,0.337,0.451,0.788,0.342,0.606
Leo Jimenez,R,TOR,23,63,210,179,41,11,0,4,18,19,59,12,0,0,6,16,0,3,21.852,64,0.229,0.329,0.358,0.687,0.308,0.6017
Alex Verdugo,L,NYY,28,149,621,559,130,28,1,13,74,61,93,49,2,1,14,1,2,10,58.263,798,0.233,0.291,0.356,0.647,0.283,0.5992
Rafael Marchan,B,PHI,25,17,56,51,15,4,0,3,8,6,8,3,0,0,1,1,1,0,9.501,2,0.294,0.345,0.549,0.894,0.382,0.5955
Alec Burleson,L,STL,25,152,595,547,147,20,0,21,71,78,76,35,9,4,8,4,1,6,72.904,973,0.269,0.314,0.42,0.734,0.319,0.5901
J.D. Martinez,R,NYM,36,119,495,434,102,24,1,16,46,69,141,49,0,0,17,6,0,2,54.557,,0.235,0.32,0.406,0.726,0.318,0.5838
Triston Casas,L,BOS,24,63,243,212,51,8,0,13,28,32,77,30,0,1,6,1,0,0,32.414,3,0.241,0.337,0.462,0.799,0.342,0.5692
Trey Sweeney,L,DET,24,36,119,110,24,5,0,4,11,17,32,7,2,0,3,1,0,1,10.879,6,0.218,0.269,0.373,0.642,0.279,0.5659
Danny Jansen,R,- - -,29,91,324,278,57,13,0,9,35,24,61,40,0,0,4,3,0,3,32.516,2,0.205,0.309,0.349,0.658,0.294,0.5616
Nick Fortes,R,MIA,27,110,335,308,70,16,0,4,28,29,41,11,0,1,6,4,7,5,25.179,2,0.227,0.259,0.318,0.577,0.252,0.5571
Kevin Pillar,R,- - -,35,100,314,284,65,16,1,8,38,45,69,16,12,3,10,10,1,3,30.326,879,0.229,0.291,0.377,0.668,0.293,0.5474
Elias Diaz,R,- - -,33,96,351,325,86,20,0,6,27,39,69,20,0,0,15,4,0,2,35.391,2,0.265,0.313,0.382,0.695,0.302,0.5439
Austin Barnes,R,LAD,34,54,156,140,37,3,0,1,12,11,36,14,3,0,3,0,2,0,15.151,2,0.264,0.331,0.307,0.638,0.289,0.5355
Kyle Farmer,R,MIN,33,107,242,215,46,13,1,5,26,25,49,19,3,5,6,6,0,2,21.035,456,0.214,0.293,0.353,0.646,0.285,0.5346
Luis Robert Jr.,R,CHW,26,100,425,393,88,19,0,14,47,35,141,28,23,6,8,2,0,1,41.394,8,0.224,0.278,0.379,0.657,0.285,0.528
Starling Marte,R,NYM,35,92,370,335,90,13,3,7,44,40,81,27,16,1,8,3,3,2,44.538,9,0.269,0.327,0.388,0.715,0.313,0.5273
Brett Wisely,L,SFG,25,91,272,252,60,13,1,4,25,31,65,13,2,3,3,2,2,3,23.983,465,0.238,0.278,0.345,0.623,0.272,0.5237
Connor Joe,R,PIT,31,123,416,364,83,22,1,9,49,36,91,44,2,2,7,6,0,2,44.36,397,0.228,0.32,0.368,0.688,0.305,0.4929
Dairon Blanco,R,KCR,31,88,132,120,31,4,0,4,37,13,32,8,31,7,2,1,1,1,15.737,798,0.258,0.308,0.392,0.7,0.306,0.4887
Dylan Crews,R,WSN,22,31,132,119,26,5,1,3,12,8,26,11,12,3,4,1,0,1,12.184,98,0.218,0.288,0.353,0.641,0.283,0.4879
Andrew McCutchen,R,PIT,37,120,515,448,104,18,1,20,66,50,133,58,3,2,9,7,0,2,62.353,9,0.232,0.328,0.411,0.739,0.324,0.4861
Garrett Hampson,R,KCR,29,113,231,213,49,13,1,0,16,16,59,14,7,2,3,0,2,2,18.419,8479365,0.23,0.275,0.3,0.575,0.255,0.4826
Brett Baty,L,NYM,24,50,171,153,35,3,0,4,15,16,42,16,0,0,3,1,1,0,15.669,5,0.229,0.306,0.327,0.633,0.282,0.4745
Trent Grisham,L,NYY,27,76,209,179,34,8,0,9,21,31,57,22,1,1,5,4,1,2,20.141,8,0.19,0.29,0.385,0.675,0.295,0.4732
Will Brennan,L,CLE,26,114,353,330,87,13,2,8,37,30,48,19,4,2,9,3,0,1,37.701,978,0.264,0.309,0.388,0.697,0.303,0.471
Jarred Kelenic,L,ATL,24,130,449,412,95,18,2,15,49,44,133,32,7,2,5,1,1,3,47.441,78,0.231,0.286,0.393,0.679,0.294,0.4589
Pedro Pages,R,STL,25,68,218,202,48,3,2,7,19,27,58,13,2,0,7,0,1,2,20.307,2,0.238,0.281,0.376,0.657,0.286,0.457
Miguel Andujar,R,OAK,29,75,319,302,86,14,1,4,31,30,42,13,3,2,10,3,0,1,33.924,7,0.285,0.32,0.377,0.697,0.306,0.4439
Ryan Bliss,R,SEA,24,33,71,63,14,3,1,2,10,9,22,5,5,3,1,1,2,0,6.806,4,0.222,0.29,0.397,0.687,0.3,0.4316
Michael A. Taylor,R,PIT,33,113,300,269,52,9,1,5,35,21,105,23,12,1,3,0,4,4,22.337,87,0.193,0.253,0.29,0.543,0.242,0.4299
Eguy Rosario,R,SDP,24,30,57,53,13,6,0,3,5,6,20,2,0,0,1,1,1,0,7.711,5,0.245,0.286,0.528,0.814,0.345,0.4287
Emmanuel Rivera,R,- - -,28,123,302,265,63,9,2,5,24,29,69,26,2,0,7,5,1,5,29.736,53,0.238,0.312,0.343,0.655,0.291,0.4286
Whit Merrifield,R,- - -,35,94,335,293,65,9,3,4,43,15,52,35,16,3,7,3,4,0,31.17,475,0.222,0.311,0.314,0.625,0.283,0.4257
David Peralta,L,SDP,36,91,260,236,63,11,0,8,35,28,54,22,2,0,3,2,0,0,34.014,97,0.267,0.335,0.415,0.75,0.329,0.423
Cesar Salazar,L,HOU,28,12,32,25,8,2,0,0,5,8,6,2,0,0,0,2,1,2,4.725,2,0.32,0.387,0.4,0.787,0.343,0.4216
Nick Ahmed,R,- - -,34,71,228,210,48,6,1,2,20,17,51,11,2,1,6,1,3,3,16.105,64,0.229,0.267,0.295,0.562,0.248,0.4195
Austin Hedges,R,CLE,31,66,146,132,20,3,0,2,12,15,50,6,2,0,2,3,3,2,6.469,2,0.152,0.203,0.22,0.423,0.191,0.4145
Michael Toglia,B,COL,25,116,458,399,87,14,3,25,62,55,147,54,10,1,7,1,0,3,59.388,39,0.218,0.311,0.456,0.767,0.329,0.4141
Jonathan Aranda,L,TBR,26,44,143,128,30,7,0,6,22,14,32,12,0,0,2,2,0,1,17.376,34,0.234,0.308,0.43,0.738,0.32,0.4095
Davis Schneider,R,TOR,25,135,454,397,76,19,1,13,48,46,144,47,6,0,2,5,0,5,43.084,74,0.191,0.282,0.343,0.625,0.277,0.4094
Griffin Conine,L,MIA,26,30,89,82,22,4,1,3,14,12,28,6,0,0,1,1,0,0,12.213,97,0.268,0.326,0.451,0.777,0.337,0.4091
Juan Yepez,R,WSN,26,62,249,226,64,15,0,6,32,26,42,18,2,1,9,1,1,3,30.801,3,0.283,0.335,0.429,0.764,0.331,0.4014
Thairo Estrada,R,SFG,28,96,381,364,79,15,2,9,43,47,76,10,2,2,8,5,0,2,28.877,4,0.217,0.247,0.343,0.59,0.256,0.3791
Jared Triolo,R,PIT,26,125,446,394,85,10,1,9,41,46,118,42,8,1,5,5,0,5,40.393,5463,0.216,0.296,0.315,0.611,0.275,0.378
Garrett Stubbs,L,PHI,31,54,187,164,34,4,1,1,18,11,50,17,5,0,0,4,0,1,15.252,2,0.207,0.296,0.262,0.558,0.258,0.3758
Steward Berroa,B,TOR,25,28,45,37,7,1,0,0,7,1,14,8,6,2,0,0,0,0,3.813,97,0.189,0.333,0.216,0.549,0.268,0.3739
Nick Castellanos,R,PHI,32,162,659,606,154,30,4,23,80,86,139,41,6,2,14,10,0,2,79.701,9,0.254,0.311,0.431,0.742,0.321,0.3717
Casey Schmitt,R,SFG,25,40,113,107,27,4,1,6,11,16,25,4,0,0,2,1,0,1,14.023,465,0.252,0.283,0.477,0.76,0.323,0.3664
Austin Wynns,R,CIN,33,7,20,19,7,4,0,0,3,2,5,0,0,0,0,1,0,0,4.504,2,0.368,0.4,0.579,0.979,0.419,0.3619
Weston Wilson,R,PHI,29,40,98,88,25,7,1,3,13,10,29,8,3,0,2,1,0,1,15.484,7594,0.284,0.347,0.489,0.836,0.358,0.3605
Nasim Nunez,B,WSN,23,51,78,61,15,1,0,0,14,1,15,12,8,2,1,0,5,0,7.963,6,0.246,0.37,0.262,0.632,0.3,0.3476
Gary Sanchez,R,MIL,31,89,280,245,54,7,1,11,30,37,76,27,0,0,9,5,0,3,29.117,23,0.22,0.307,0.392,0.699,0.307,0.3438
Bligh Madris,L,DET,28,21,75,67,18,3,0,1,8,5,20,6,0,0,0,0,0,1,8.458,3,0.269,0.324,0.358,0.682,0.301,0.3315
Kevin Kiermaier,L,- - -,34,116,281,259,51,9,3,5,31,26,86,12,6,2,4,2,7,1,19.3,8,0.197,0.237,0.313,0.55,0.241,0.3243
Tyler Freeman,R,CLE,25,118,383,330,69,14,1,7,48,32,53,28,11,6,15,19,3,3,31.452,8645,0.209,0.305,0.321,0.626,0.283,0.3238
Heston Kjerstad,L,BAL,25,39,114,99,25,2,0,4,8,14,33,10,1,0,0,5,0,0,15.053,79,0.253,0.351,0.394,0.745,0.327,0.3128
Josh Jung,R,TEX,26,46,188,178,47,5,1,7,19,16,48,8,4,0,1,1,0,1,23.387,5,0.264,0.298,0.421,0.719,0.311,0.3098
Tyler Soderstrom,L,OAK,22,61,213,189,44,10,0,9,18,26,53,20,0,0,7,3,0,1,24.575,3,0.233,0.315,0.429,0.744,0.322,0.3094
Nick Sogard,B,BOS,26,31,86,77,21,4,0,0,13,8,25,7,3,0,4,0,0,2,8.21,456,0.273,0.326,0.325,0.651,0.289,0.3075
Bo Bichette,R,TOR,26,81,336,311,70,16,1,4,29,31,64,20,5,1,12,3,0,2,26.038,6,0.225,0.277,0.322,0.599,0.264,0.3041
Billy Cook,R,PIT,25,16,49,49,11,2,0,3,5,8,19,0,1,0,0,0,0,0,5.056,3879,0.224,0.224,0.449,0.673,0.285,0.3028
David Bote,R,CHC,31,37,48,46,14,4,0,0,4,6,13,2,0,0,1,0,0,0,5.788,54,0.304,0.333,0.391,0.724,0.317,0.2952
Jon Berti,R,NYY,34,25,74,66,18,0,0,1,10,6,14,6,5,1,2,1,1,0,7.712,54,0.273,0.342,0.318,0.66,0.3,0.2924
